1	1	1	
2	1	-0.5	
22	1	-0.5	
1	2	-0.5	
2	2	2	
3	2	-0.5	
23	2	-1	
2	3	-0.5	
3	3	2	
4	3	-0.5	
24	3	-1	
3	4	-0.5	
4	4	2	
5	4	-0.5	
25	4	-1	
4	5	-0.5	
5	5	2	
6	5	-0.5	
26	5	-1	
5	6	-0.5	
6	6	2	
7	6	-0.5	
27	6	-1	
6	7	-0.5	
7	7	2	
8	7	-0.5	
28	7	-1	
7	8	-0.5	
8	8	2	
9	8	-0.5	
29	8	-1	
8	9	-0.5	
9	9	2	
10	9	-0.5	
30	9	-1	
9	10	-0.5	
10	10	2	
11	10	-0.5	
31	10	-1	
10	11	-0.5	
11	11	1	
32	11	-0.5	
1	22	-0.5	
22	22	2	
23	22	-1	
43	22	-0.5	
2	23	-1	
22	23	-1	
23	23	4	
24	23	-1	
44	23	-1	
3	24	-1	
23	24	-1	
24	24	4	
25	24	-1	
45	24	-1	
4	25	-1	
24	25	-1	
25	25	4	
26	25	-1	
46	25	-1	
5	26	-1	
25	26	-1	
26	26	4	
27	26	-1	
47	26	-1	
6	27	-1	
26	27	-1	
27	27	4	
28	27	-1	
48	27	-1	
7	28	-1	
27	28	-1	
28	28	4	
29	28	-1	
49	28	-1	
8	29	-1	
28	29	-1	
29	29	4	
30	29	-1	
50	29	-1	
9	30	-1	
29	30	-1	
30	30	4	
31	30	-1	
51	30	-1	
10	31	-1	
30	31	-1	
31	31	4	
32	31	-1	
52	31	-1	
11	32	-0.5	
31	32	-1	
32	32	2	
53	32	-0.5	
22	43	-0.5	
43	43	2	
44	43	-1	
64	43	-0.5	
23	44	-1	
43	44	-1	
44	44	4	
45	44	-1	
65	44	-1	
24	45	-1	
44	45	-1	
45	45	4	
46	45	-1	
66	45	-1	
25	46	-1	
45	46	-1	
46	46	4	
47	46	-1	
67	46	-1	
26	47	-1	
46	47	-1	
47	47	4	
48	47	-1	
68	47	-1	
27	48	-1	
47	48	-1	
48	48	4	
49	48	-1	
69	48	-1	
28	49	-1	
48	49	-1	
49	49	4	
50	49	-1	
70	49	-1	
29	50	-1	
49	50	-1	
50	50	4	
51	50	-1	
71	50	-1	
30	51	-1	
50	51	-1	
51	51	4	
52	51	-1	
72	51	-1	
31	52	-1	
51	52	-1	
52	52	4	
53	52	-1	
73	52	-1	
32	53	-0.5	
52	53	-1	
53	53	2	
74	53	-0.5	
43	64	-0.5	
64	64	2	
65	64	-1	
85	64	-0.5	
44	65	-1	
64	65	-1	
65	65	4	
66	65	-1	
86	65	-1	
45	66	-1	
65	66	-1	
66	66	4	
67	66	-1	
87	66	-1	
46	67	-1	
66	67	-1	
67	67	4	
68	67	-1	
88	67	-1	
47	68	-1	
67	68	-1	
68	68	4	
69	68	-1	
89	68	-1	
48	69	-1	
68	69	-1	
69	69	4	
70	69	-1	
90	69	-1	
49	70	-1	
69	70	-1	
70	70	4	
71	70	-1	
91	70	-1	
50	71	-1	
70	71	-1	
71	71	4	
72	71	-1	
92	71	-1	
51	72	-1	
71	72	-1	
72	72	4	
73	72	-1	
93	72	-1	
52	73	-1	
72	73	-1	
73	73	4	
74	73	-1	
94	73	-1	
53	74	-0.5	
73	74	-1	
74	74	2	
95	74	-0.5	
64	85	-0.5	
85	85	2	
86	85	-1	
106	85	-0.5	
65	86	-1	
85	86	-1	
86	86	4	
87	86	-1	
107	86	-1	
66	87	-1	
86	87	-1	
87	87	4	
88	87	-1	
108	87	-1	
67	88	-1	
87	88	-1	
88	88	4	
89	88	-1	
109	88	-1	
68	89	-1	
88	89	-1	
89	89	4	
90	89	-1	
110	89	-1	
69	90	-1	
89	90	-1	
90	90	4	
91	90	-1	
111	90	-1	
70	91	-1	
90	91	-1	
91	91	4	
92	91	-1	
112	91	-1	
71	92	-1	
91	92	-1	
92	92	4	
93	92	-1	
113	92	-1	
72	93	-1	
92	93	-1	
93	93	4	
94	93	-1	
114	93	-1	
73	94	-1	
93	94	-1	
94	94	4	
95	94	-1	
115	94	-1	
74	95	-0.5	
94	95	-1	
95	95	2	
116	95	-0.5	
85	106	-0.5	
106	106	2	
107	106	-1	
127	106	-0.5	
86	107	-1	
106	107	-1	
107	107	4	
108	107	-1	
128	107	-1	
87	108	-1	
107	108	-1	
108	108	4	
109	108	-1	
129	108	-1	
88	109	-1	
108	109	-1	
109	109	4	
110	109	-1	
130	109	-1	
89	110	-1	
109	110	-1	
110	110	4	
111	110	-1	
131	110	-1	
90	111	-1	
110	111	-1	
111	111	4	
112	111	-1	
132	111	-1	
91	112	-1	
111	112	-1	
112	112	4	
113	112	-1	
133	112	-1	
92	113	-1	
112	113	-1	
113	113	4	
114	113	-1	
134	113	-1	
93	114	-1	
113	114	-1	
114	114	4	
115	114	-1	
135	114	-1	
94	115	-1	
114	115	-1	
115	115	4	
116	115	-1	
136	115	-1	
95	116	-0.5	
115	116	-1	
116	116	2	
137	116	-0.5	
106	127	-0.5	
127	127	2	
128	127	-1	
