49.0494 44.7276 48.9759
33.4037 25.9018 29.5082
18.7821 6.5223 47.9273
21.433 7.2426 17.9344
49.7403 12.0887 46.1535
49.0053 29.8414 35.0991
7.0025 14.5877 10.9568
15.1169 22.6482 4.1507
17.0034 28.832 35.7753
39.318 49.8285 39.0289
32.066 34.5405 41.6994
13.3627 15.7245 21.0606
38.3233 9.8396 7.2083
25.1864 36.231 25.3383
12.8286 21.041 43.0126
48.579 19.5465 15.8127
9.8396 24.3779 10.5795
8.3353 42.1992 25.4559
10.0307 16.9593 23.4077
4.8318 5.165 48.8387
5.1846 6.9829 19.3162
14.9699 41.9542 46.2956
33.8251 24.0643 45.0951
39.9893 29.665 44.1641
19.4338 24.8728 40.3078
5.263 28.587 48.9171
21.1929 24.7356 26.8034
22.9422 35.594 43.5712
47.3883 29.3857 11.8927
44.2327 1.392 20.4971
21.4134 36.9611 4.1899
33.5801 21.5212 11.192
16.0038 32.8353 18.1304
12.1132 25.1717 47.7019
12.1034 22.7658 29.1113
34.9717 6.8849 9.1732
37.7696 12.4023 9.3251
30.1256 17.2386 45.6537
45.6439 27.019 7.9139
48.5398 38.289 3.3324
38.9554 8.1785 46.4426
19.7915 25.6176 48.3977
22.952 36.7112 6.5468
23.2754 41.9248 26.0586
16.8907 22.2268 9.4819
29.4739 46.7513 46.8493
13.6322 9.7073 47.4667
25.5735 35.8537 44.2033
3.0139 7.6738 47.5598
3.9253 20.11 15.5236
6.4243 9.428 23.9418
14.8915 22.7168 15.1806
30.0962 14.4995 25.9851
26.3232 38.0685 37.1914
13.5734 14.0144 10.2806
26.48 11.4272 26.3869
46.6631 20.1639 35.398
4.5084 30.1403 22.5551
37.3335 7.0662 6.047
1.2156 31.9484 18.1794
41.3809 47.7656 46.3054
15.2737 2.813 30.5176
4.8122 23.2558 21.6192
15.6902 23.736 15.9891
21.6486 33.3939 26.5976
41.278 37.1375 4.6309
32.311 5.802 49.2454
40.8321 49.8432 20.5951
34.4425 15.4795 25.6911
16.5575 46.1633 21.7074
6.8555 31.3555 39.5287
36.6573 8.9478 48.0939
2.5778 32.5266 11.0156
38.3821 14.7494 2.0192
13.985 42.7039 38.2792
42.1992 12.0348 2.8277
37.0885 46.0114 19.6151
16.6506 2.47 25.255
35.8782 38.8476 39.4062
26.6515 13.2647 24.324
12.9609 15.6412 32.0562
37.1914 24.1966 40.2833
41.9493 47.6823 44.5414
49.1523 5.3512 46.6484
46.2858 2.9502 31.6201
4.528 28.6703 10.3884
33.6291 24.2799 19.1153
24.7111 30.1942 18.9193
49.8432 28.0137 11.4958
5.6354 46.0163 11.6428
11.4909 1.7791 35.6087
8.6587 29.9639 43.924
46.3691 17.5277 12.0642
19.326 21.8152 25.7254
19.4583 22.3052 10.751
18.2627 46.5896 1.8624
5.5668 37.6618 14.524
22.7021 18.6547 25.0492
10.9519 44.6247 1.441
1.294 23.0745 23.5204
24.9463 35.643 19.2721
42.4295 6.5909 47.2364
32.1542 45.5459 36.0252
28.3812 5.557 41.0085
13.103 28.0823 19.3603
44.3111 1.5684 3.2295
15.8813 43.5271 14.8082
29.1162 28.7438 49.5492
45.4136 49.412 39.6708
46.1584 1.2793 6.5762
12.7747 25.6078 26.1762
3.9204 12.8335 14.0193
30.9145 16.1704 29.42
10.996 16.3468 19.9042
24.4514 39.3474 41.2437
42.5471 13.3676 17.1406
