0.0321616	0.0505602	0.0539665	0.0811984	0.0341513	0.0401443	0.155987	0.226115	0.0595111	0.0396119	0.0415914	0.0871849	0.136844	0.060159	0.0654887	0.0718576	0.137384	0.0951965	0.0946019	0.13599	0.152909	0.0558301	0.0395757	0.0372366	0.0534391	0.107566	0.0628091	0.0468299	0.0897184	0.0599167	0.214993	0.0990406	0.0854074	0.0645844	0.0775939	0.115148	0.112284	0.0418186	0.124414	0.241181	0.0376514	0.0489919	0.15458	0.060464	0.126874	0.0399575	0.064458	0.0442819	0.185287	0.177591	
0.0321941	0.0506096	0.0540667	0.0812894	0.0341961	0.0401822	0.156074	0.226173	0.059565	0.0396467	0.0416351	0.0872716	0.136896	0.0602076	0.0655514	0.0718994	0.137451	0.0951977	0.0946816	0.13616	0.153051	0.0558605	0.0396248	0.0372786	0.0534975	0.107483	0.0628698	0.0468753	0.0897564	0.059971	0.215034	0.099092	0.0854638	0.0646325	0.0776566	0.115208	0.112336	0.0418768	0.124452	0.241205	0.0377085	0.0490475	0.154628	0.0605094	0.126944	0.0399948	0.0645615	0.0443267	0.185276	0.177532	
0.0322915	0.0507577	0.0543693	0.0815637	0.0343313	0.0402959	0.156333	0.226345	0.0597252	0.0397507	0.0417657	0.0875306	0.137051	0.0603521	0.0657377	0.072025	0.137648	0.0951942	0.0949181	0.136669	0.153473	0.0559487	0.039772	0.0374046	0.0536719	0.107225	0.0630513	0.0470106	0.0898704	0.0601353	0.215154	0.0992458	0.0856302	0.0647746	0.0778424	0.11539	0.112494	0.0420517	0.124565	0.241278	0.0378808	0.0492135	0.154768	0.0606441	0.127152	0.0401057	0.0648729	0.0444603	0.185234	0.17734	
0.0324531	0.0510041	0.0548796	0.082025	0.0345589	0.0404857	0.156744	0.226623	0.0599863	0.0399219	0.0419817	0.0879581	0.137314	0.060589	0.066042	0.0722354	0.13796	0.0951634	0.0953029	0.137516	0.154166	0.0560858	0.0400176	0.0376145	0.0539594	0.106761	0.0633508	0.0472321	0.0900602	0.0604137	0.215348	0.0995021	0.0858986	0.0650026	0.0781431	0.115697	0.112758	0.0423447	0.124753	0.241398	0.0381715	0.0494873	0.154997	0.060863	0.127494	0.0402871	0.0653942	0.0446797	0.185129	0.176971	
0.0326776	0.051348	0.0556072	0.0826802	0.0348831	0.0407519	0.157279	0.226997	0.0603386	0.0401567	0.0422804	0.088547	0.137687	0.0609117	0.0664536	0.0725323	0.138359	0.0950645	0.0958203	0.1387	0.155115	0.056255	0.040362	0.037908	0.0543548	0.106031	0.0637633	0.0475333	0.0903257	0.0608138	0.215605	0.0998605	0.0862542	0.0653018	0.0785438	0.116135	0.113133	0.0427579	0.125017	0.241565	0.0385866	0.049864	0.155303	0.0611571	0.12796	0.0405333	0.0661293	0.0449799	0.1849	0.176339	
0.032963	0.0517882	0.0565669	0.0835406	0.0353104	0.0410952	0.157887	0.227446	0.0607663	0.0404496	0.0426574	0.0892859	0.138179	0.0613098	0.0669547	0.0729188	0.138803	0.0948313	0.0964446	0.140213	0.156289	0.0564294	0.0408055	0.038285	0.0548492	0.10494	0.064281	0.0479033	0.0906667	0.0613477	0.215909	0.100321	0.0866738	0.0656474	0.0790203	0.116714	0.113624	0.0432946	0.125357	0.241779	0.0391354	0.0503351	0.155674	0.0615121	0.128536	0.0408354	0.0670833	0.0453522	0.184449	0.175311	
0.0333066	0.0523232	0.0577818	0.0846244	0.0358509	0.0415171	0.158492	0.227944	0.0612445	0.0407921	0.0431063	0.0901572	0.138802	0.0617676	0.0675167	0.0734003	0.139224	0.0943605	0.0971353	0.14204	0.157643	0.056566	0.041349	0.0387452	0.0554288	0.103338	0.0648918	0.0483253	0.0910841	0.0620355	0.216236	0.100885	0.0871215	0.0660001	0.0795341	0.11745	0.114241	0.04396	0.125774	0.242037	0.0398327	0.0508874	0.156087	0.0619058	0.1292	0.041179	0.0682634	0.0457834	0.18361	0.173676	
0.0337046	0.0529523	0.0592899	0.0859631	0.0365224	0.042021	0.158977	0.228451	0.0617338	0.0411718	0.0436172	0.0911345	0.139578	0.0622616	0.0680934	0.0739869	0.13952	0.0934869	0.0978283	0.144152	0.159101	0.0565962	0.0419948	0.039289	0.0560719	0.100976	0.0655779	0.0487729	0.0915803	0.0629103	0.216551	0.101555	0.0875425	0.0662959	0.0800247	0.118371	0.115002	0.0447634	0.126272	0.242341	0.0407036	0.0514997	0.156511	0.0623046	0.129921	0.0415423	0.0696809	0.0462531	0.18211	0.171093	
0.0341528	0.0536772	0.0611614	0.0876174	0.037358	0.0426156	0.15914	0.228902	0.0621688	0.0415697	0.0441762	0.0921766	0.140549	0.0627546	0.0686057	0.0746996	0.139519	0.0919239	0.098416	0.146498	0.160535	0.0564015	0.0427498	0.0399202	0.0567437	0.0974137	0.0663125	0.0492027	0.0921634	0.0640344	0.216798	0.102341	0.0878459	0.0664234	0.0803888	0.119531	0.11594	0.0457243	0.126862	0.242693	0.0417948	0.0521377	0.156898	0.0626537	0.130654	0.0418895	0.0713593	0.0467279	0.179455	0.166968	
0.0346484	0.0545109	0.0635562	0.0897291	0.038434	0.0433258	0.158591	0.229184	0.0624231	0.0419536	0.044762	0.093214	0.141812	0.0631799	0.0688987	0.0755897	0.138885	0.0890839	0.098689	0.148985	0.1617	0.0557423	0.043636	0.0406535	0.0573815	0.091724	0.067051	0.0495329	0.0928579	0.0655461	0.216872	0.103276	0.0878574	0.0661592	0.0804244	0.121052	0.117139	0.0468918	0.127573	0.243102	0.0432119	0.0527383	0.157159	0.0628497	0.131316	0.0421535	0.07336	0.0471473	0.174605	0.160066	
0.0351978	0.0555082	0.0669306	0.0927062	0.0399681	0.0442329	0.156339	0.229025	0.0621875	0.0422536	0.0453368	0.0940998	0.143643	0.0633838	0.0685887	0.0768099	0.13677	0.0834309	0.0981299	0.15142	0.161999	0.0540028	0.0447311	0.0415446	0.0578435	0.0814367	0.0677023	0.049567	0.0937447	0.0678309	0.216523	0.104466	0.0871456	0.0649336	0.0796264	0.123278	0.118834	0.0484175	0.128499	0.243608	0.0452545	0.0531579	0.157085	0.0626416	0.13173	0.0421741	0.0758812	0.0473702	0.164802	0.147135	
0.0358078	0.0568051	0.0766931	0.101537	0.0462953	0.0457301	0.155288	0.228922	0.0620685	0.0424978	0.0458822	0.0948781	0.150777	0.0635358	0.0684312	0.079847	0.135932	0.0823351	0.0978316	0.153809	0.162295	0.0534011	0.0462847	0.0427567	0.0582253	0.0795852	0.0682759	0.0496044	0.0951778	0.140414	0.216323	0.106328	0.0868116	0.0643742	0.0792286	0.134588	0.124002	0.0511029	0.130066	0.244248	0.0550064	0.0535039	0.157042	0.0625363	0.132053	0.0421982	0.0794684	0.0475433	0.161067	0.144653	
0.0363731	0.0579111	0.0837191	0.107844	0.0507662	0.0469186	0.15511	0.229121	0.0622756	0.0428223	0.0464596	0.0958333	0.155703	0.0638611	0.0687001	0.0820726	0.135723	0.0818338	0.0980863	0.156454	0.163368	0.0532206	0.0475717	0.0437765	0.0587834	0.0786594	0.0689535	0.0498614	0.0963061	0.188392	0.216372	0.107801	0.0868545	0.0643343	0.0793238	0.142322	0.127663	0.0531983	0.131272	0.244768	0.0618223	0.0540308	0.157214	0.0626745	0.132583	0.0423964	0.0824118	0.0478832	0.159495	0.143429	
0.036898	0.0588932	0.0893086	0.112831	0.0542715	0.047929	0.155319	0.22944	0.0626197	0.0431693	0.0470301	0.0968318	0.159494	0.0642491	0.0691507	0.0838645	0.135793	0.0816164	0.0985768	0.159138	0.164752	0.0532348	0.0486965	0.0446755	0.0593999	0.0781897	0.0696518	0.0502061	0.0972593	0.224024	0.216524	0.10905	0.0870595	0.0645292	0.0796343	0.148231	0.130538	0.0549622	0.132277	0.245215	0.0671217	0.05462	0.15747	0.0629134	0.133179	0.0426641	0.0849744	0.0482844	0.158961	0.142811	
0.0373757	0.0597628	0.0938987	0.116904	0.0571174	0.0487985	0.155713	0.229798	0.0630162	0.0435097	0.0475681	0.0978016	0.162527	0.0646485	0.0696726	0.085348	0.136	0.0815561	0.0991628	0.161716	0.166228	0.0533485	0.0496828	0.0454682	0.0600155	0.0779834	0.0703247	0.0505782	0.0980754	0.251711	0.216717	0.110122	0.087335	0.0648359	0.080039	0.152931	0.132874	0.056471	0.133129	0.245603	0.0713964	0.055212	0.157753	0.0631904	0.133777	0.0429533	0.0872191	0.0486965	0.158997	0.142538	
0.0377973	0.0605162	0.0976665	0.120234	0.0594323	0.049537	0.156178	0.230154	0.0634149	0.0438241	0.0480538	0.098693	0.164966	0.0650273	0.0701995	0.0865725	0.136264	0.0815842	0.0997617	0.164078	0.167659	0.0535084	0.050532	0.046153	0.0605908	0.0779345	0.0709401	0.0509405	0.0987657	0.273443	0.216918	0.11103	0.0876294	0.0651832	0.0804679	0.156692	0.134776	0.0577475	0.133845	0.245933	0.0748558	0.0557673	0.15803	0.0634691	0.134336	0.043235	0.0891515	0.0490875	0.159343	0.142467	
0.0381541	0.0611459	0.100694	0.1229	0.0612791	0.0501454	0.15664	0.230476	0.063781	0.0440984	0.0484712	0.0994684	0.166894	0.0653632	0.0706846	0.0875605	0.136535	0.0816559	0.100317	0.166129	0.168946	0.0536788	0.0512387	0.0467244	0.0610966	0.0779729	0.0714736	0.0512671	0.0993327	0.29029	0.217106	0.111777	0.0879082	0.0655226	0.080873	0.159655	0.136293	0.0587966	0.13443	0.246205	0.077605	0.0562568	0.158281	0.0637248	0.134826	0.0434889	0.0907604	0.0494345	0.159822	0.142508	
0.038439	0.0616442	0.103023	0.124945	0.062692	0.0506221	0.157047	0.230745	0.0640892	0.0443218	0.0488081	0.100099	0.168359	0.0656398	0.0710939	0.0883226	0.136777	0.08174	0.100786	0.167798	0.170017	0.0538345	0.0517965	0.047176	0.0615109	0.0780486	0.0719065	0.051539	0.0997758	0.302894	0.217265	0.112361	0.0881471	0.0658189	0.0812198	0.161899	0.137455	0.0596171	0.134885	0.246419	0.0797021	0.0566586	0.158489	0.0639399	0.135226	0.0437001	0.0920307	0.0497205	0.160311	0.142597	
0.0386464	0.0620048	0.104675	0.126393	0.0636906	0.0509646	0.157361	0.230946	0.0643214	0.0444866	0.049055	0.100564	0.169389	0.0658452	0.0714027	0.0888644	0.136966	0.0818145	0.101142	0.169029	0.170818	0.0539576	0.0521993	0.0475025	0.0618178	0.0781263	0.072225	0.0517424	0.100094	0.311656	0.217385	0.112781	0.088329	0.0660473	0.0814839	0.163473	0.138276	0.0602061	0.135211	0.246573	0.0811811	0.0569565	0.158645	0.0641018	0.135522	0.0438582	0.0929485	0.049933	0.160719	0.142691	
0.0387723	0.062223	0.105663	0.127258	0.064286	0.051171	0.157559	0.23107	0.0644654	0.0445875	0.0492057	0.100848	0.170002	0.0659715	0.0715944	0.0891886	0.137086	0.0818648	0.101362	0.169783	0.171312	0.054036	0.0524427	0.0477	0.0620061	0.078182	0.0724198	0.051868	0.100285	0.316824	0.217459	0.113034	0.0884425	0.0661908	0.0816487	0.164408	0.138765	0.0605607	0.135406	0.246666	0.0820616	0.0571394	0.158741	0.0642022	0.135704	0.0439557	0.0935035	0.0500638	0.160987	0.142758	
0.0388146	0.062296	0.105991	0.127545	0.0644838	0.05124	0.157627	0.231112	0.0645142	0.0446214	0.0492563	0.100944	0.170205	0.0660141	0.0716594	0.0892966	0.137126	0.0818824	0.101437	0.170036	0.17148	0.0540629	0.0525242	0.0477661	0.0620696	0.0782021	0.0724853	0.0519104	0.100349	0.318532	0.217485	0.113118	0.088481	0.0662397	0.0817047	0.164718	0.138928	0.0606792	0.135472	0.246697	0.082354	0.0572011	0.158774	0.0642362	0.135765	0.0439887	0.0936892	0.0501079	0.16108	0.142782	
